country,city,aqi,aqi_category,co_aqi,co_aqi_category,ozone_aqi,ozone_aqi_category,no2_aqi,no2_aqi_category,pm25_aqi,pm2.5_aqi_category
India,Kaikalur,150,unhealthy,1,good,44,good,0,good,150,unhealthy
Iran (Islamic Republic of),Kalaleh,70,moderate,1,good,43,good,0,good,70,moderate
Greece,Kalamakion,69,moderate,1,good,42,good,4,good,69,moderate
Germany,Kaltenkirchen,30,good,1,good,30,good,3,good,27,good
Mali,Koutiala,46,good,1,good,14,good,0,good,46,good
Poland,Kowary,30,good,0,good,28,good,1,good,30,good
Ukraine,Krasnohrad,53,moderate,1,good,41,good,0,good,53,moderate
China,Kuanhsi,63,moderate,1,good,47,good,3,good,63,moderate
Thailand,Kui Buri,34,good,0,good,16,good,0,good,34,good
Japan,Kuji,44,good,1,good,44,good,0,good,35,good
India,Kunnamangalam,65,moderate,1,good,25,good,0,good,65,moderate
Russian Federation,Kuvandyk,29,good,1,good,29,good,0,good,17,good
United States of America,La Habra,135,unhealthy for sensitive groups,4,good,5,good,31,good,135,unhealthy for sensitive groups
United States of America,Laguna Beach,46,good,2,good,24,good,12,good,46,good
Thailand,Non Thai,51,moderate,0,good,26,good,0,good,51,moderate
United States of America,North Arlington,60,moderate,1,good,42,good,6,good,60,moderate
United States of America,North Atlanta,97,moderate,3,good,2,good,29,good,97,moderate
Brazil,Nova Petropolis,46,good,1,good,15,good,3,good,46,good
Malawi,Nsanje,32,good,0,good,22,good,0,good,32,good
United Republic of Tanzania,Nyangao,38,good,0,good,20,good,0,good,38,good
Ukraine,Nyzhnya Krynka,44,good,1,good,43,good,2,good,44,good
United Republic of Tanzania,Nzega,34,good,0,good,15,good,0,good,34,good
United Kingdom of Great Britain and Northern Ireland,Oakham,29,good,0,good,29,good,1,good,25,good
Mexico,Obregon,65,moderate,1,good,19,good,1,good,65,moderate
Serbia,Obrenovac,72,moderate,1,good,32,good,2,good,72,moderate
United States of America,Ocean Springs,27,good,0,good,27,good,2,good,23,good
France,Octeville,30,good,0,good,30,good,3,good,24,good
Iran (Islamic Republic of),Naqadeh,83,moderate,1,good,41,good,0,good,83,moderate
India,Naspur,151,unhealthy,1,good,41,good,0,good,151,unhealthy
Lithuania,Naujoji Akmene,39,good,1,good,34,good,0,good,39,good
Brazil,Nazare,28,good,0,good,12,good,2,good,28,good
United Republic of Tanzania,Ndungu,32,good,0,good,19,good,0,good,32,good
United States of America,New Carrollton,57,moderate,1,good,42,good,5,good,57,moderate
United Republic of Tanzania,Nguruka,35,good,1,good,15,good,0,good,35,good
Italy,Nichelino,53,moderate,1,good,32,good,2,good,53,moderate
Netherlands,Nijmegen,35,good,1,good,32,good,3,good,35,good
United States of America,Niles,60,moderate,2,good,12,good,18,good,60,moderate
Venezuela (Bolivarian Republic of),Nirgua,79,moderate,2,good,10,good,7,good,79,moderate
Japan,Nishio,58,moderate,1,good,50,good,2,good,58,moderate
Malawi,Nkhata Bay,53,moderate,1,good,20,good,0,good,53,moderate
Finland,Vihti,28,good,1,good,28,good,3,good,10,good
Dominican Republic,Villa Bisono,160,unhealthy,4,good,7,good,14,good,160,unhealthy
Spain,Villamartin,34,good,1,good,25,good,3,good,34,good
Italy,Villorba,93,moderate,1,good,33,good,5,good,93,moderate
India,Virarajendrapet,54,moderate,0,good,22,good,0,good,54,moderate
Switzerland,Volketswil,111,unhealthy for sensitive groups,1,good,29,good,2,good,111,unhealthy for sensitive groups
Ukraine,Vyshneve,85,moderate,1,good,39,good,1,good,85,moderate
Sudan,Wad Madani,55,moderate,1,good,21,good,0,good,55,moderate
Sudan,Wad Rawah,61,moderate,2,good,20,good,1,good,61,moderate
Germany,Waiblingen,61,moderate,1,good,27,good,3,good,61,moderate
United States of America,Walla Walla,28,good,1,good,28,good,2,good,21,good
India,Wardha,164,unhealthy,0,good,29,good,0,good,164,unhealthy
Germany,Wasserburg,67,moderate,1,good,37,good,1,good,67,moderate
Morocco,Wazzan,54,moderate,2,good,20,good,7,good,54,moderate
Germany,Winterberg,46,good,1,good,27,good,2,good,46,good
United States of America,Woodward,67,moderate,1,good,24,good,3,good,67,moderate
Mexico,Xonacatlan,148,unhealthy for sensitive groups,3,good,9,good,13,good,148,unhealthy for sensitive groups
Russian Federation,Yanaul,43,good,1,good,29,good,1,good,43,good
Israel,Yavne,73,moderate,1,good,48,good,4,good,73,moderate
Canada,Yellowknife,24,good,1,good,24,good,0,good,5,good
Cameroon,Yokadouma,79,moderate,3,good,11,good,0,good,79,moderate
China,Youhao,46,good,1,good,39,good,0,good,46,good
Russian Federation,Yuzhnyy,49,good,1,good,45,good,1,good,49,good
Switzerland,Yverdon,59,moderate,1,good,27,good,1,good,59,moderate
Russian Federation,Zaraysk,34,good,1,good,34,good,1,good,22,good
Romania,Zarnesti,56,moderate,1,good,40,good,0,good,56,moderate
Germany,Zehdenick,34,good,0,good,34,good,1,good,34,good
Russian Federation,Zemetchino,33,good,1,good,33,good,0,good,22,good
Ukraine,Zhashkiv,65,moderate,1,good,42,good,0,good,65,moderate
Kazakhstan,Zhetybay,75,moderate,1,good,40,good,0,good,75,moderate
Poland,Zielona Gora,40,good,1,good,26,good,2,good,40,good
Poland,Zielonka,47,good,1,good,38,good,1,good,47,good
Portugal,Tavira,38,good,1,good,38,good,1,good,26,good
Russian Federation,Tavricheskoye,37,good,1,good,37,good,0,good,15,good
United States of America,Taylor,29,good,1,good,20,good,2,good,29,good
United States of America,Taylors,58,moderate,1,good,42,good,4,good,58,moderate
Mexico,Tecpan,62,moderate,2,good,9,good,3,good,62,moderate
Spain,Teguise,63,moderate,1,good,35,good,1,good,63,moderate
Germany,Teltow,38,good,0,good,32,good,1,good,38,good
Mexico,Tepatitlan,49,good,1,good,8,good,5,good,49,good
Brazil,Terra Santa,27,good,1,good,6,good,0,good,27,good
Morocco,Tetouan,45,good,1,good,32,good,6,good,45,good
Thailand,Thap Than,21,good,0,good,21,good,0,good,19,good
Mexico,Tlaltenango,30,good,1,good,20,good,1,good,30,good
Chile,Tocopilla,25,good,1,good,6,good,14,good,25,good
Japan,Tokamachi,37,good,1,good,37,good,1,good,22,good
Brazil,Toledo,19,good,1,good,15,good,0,good,19,good
India,Tondi,55,moderate,0,good,31,good,0,good,55,moderate
Belgium,Torhout,40,good,1,good,32,good,2,good,40,good
Japan,Toride,51,moderate,1,good,47,good,4,good,51,moderate
United States of America,Towson,38,good,1,good,29,good,8,good,38,good
Chile,Traiguen,47,good,1,good,6,good,7,good,47,good
Indonesia,Trenggalek,39,good,1,good,25,good,0,good,39,good
Brazil,Tres Coracoes,59,moderate,2,good,2,good,6,good,59,moderate
Germany,Trier,53,moderate,1,good,29,good,3,good,53,moderate
Argentina,Tucuman,66,moderate,1,good,14,good,5,good,66,moderate
Uzbekistan,Tuytepa,97,moderate,1,good,68,moderate,2,good,97,moderate
Germany,Uberlingen,95,moderate,1,good,29,good,2,good,95,moderate
India,Udaipura,167,unhealthy,1,good,38,good,0,good,167,unhealthy
Russian Federation,Unecha,36,good,1,good,36,good,0,good,16,good
United Republic of Tanzania,Usevya,26,good,1,good,18,good,0,good,26,good
Russian Federation,Ust Labinsk,41,good,1,good,34,good,1,good,41,good
Lithuania,Utena,34,good,0,good,33,good,0,good,34,good
India,Vadamadurai,60,moderate,1,good,31,good,1,good,60,moderate
Portugal,Vale Da Amoreira,29,good,1,good,29,good,1,good,25,good
Papua New Guinea,Vanimo,15,good,0,good,15,good,0,good,8,good
Colombia,Venadillo,70,moderate,2,good,14,good,3,good,70,moderate
South Africa,Vereeniging,274,very unhealthy,16,good,8,good,19,good,274,very unhealthy
Russian Federation,Verkhnedneprovskiy,34,good,1,good,34,good,0,good,19,good
Cuba,Vertientes,62,moderate,1,good,21,good,2,good,62,moderate
Belgium,Verviers,48,good,1,good,23,good,4,good,48,good
India,Supaul,67,moderate,2,good,48,good,1,good,67,moderate
Russian Federation,Surkhakhi,36,good,1,good,36,good,1,good,36,good
Italy,Suzzara,120,unhealthy for sensitive groups,2,good,28,good,10,good,120,unhealthy for sensitive groups
Sweden,Taby,35,good,1,good,30,good,0,good,35,good
Philippines,Tagas,53,moderate,1,good,24,good,0,good,53,moderate
China,Tangping,57,moderate,1,good,30,good,2,good,57,moderate
Philippines,Tanza,63,moderate,1,good,23,good,1,good,63,moderate
Spain,Tarancon,41,good,1,good,21,good,3,good,41,good
Romania,Targoviste,51,moderate,1,good,42,good,1,good,51,moderate
Brazil,Taua,31,good,0,good,10,good,1,good,31,good
Philippines,Sorsogon,47,good,1,good,26,good,0,good,47,good
Belgium,Soumagne,48,good,1,good,23,good,4,good,48,good
United States of America,South Hill,57,moderate,2,good,17,good,15,good,57,moderate
Germany,Spremberg,43,good,1,good,24,good,5,good,43,good
Germany,Sprockhovel,46,good,1,good,29,good,2,good,46,good
Germany,Steinhagen,39,good,0,good,34,good,1,good,39,good
United States of America,Steubenville,43,good,1,good,43,good,4,good,32,good
United Kingdom of Great Britain and Northern Ireland,Stoke On Trent,50,good,1,good,29,good,4,good,50,good
United Kingdom of Great Britain and Northern Ireland,Stourbridge,53,moderate,1,good,27,good,4,good,53,moderate
United Kingdom of Great Britain and Northern Ireland,Stratford Upon Avon,50,good,1,good,25,good,5,good,50,good
Republic of North Macedonia,Struga,60,moderate,1,good,41,good,0,good,60,moderate
Russian Federation,Stupino,33,good,1,good,33,good,1,good,22,good
Japan,Hisai,51,moderate,1,good,45,good,2,good,51,moderate
Turkey,Horasan,71,moderate,0,good,39,good,0,good,71,moderate
Brazil,Horizonte,32,good,0,good,16,good,1,good,32,good
India,Hoshangabad,152,unhealthy,1,good,38,good,0,good,152,unhealthy
Japan,Hotaka,40,good,1,good,40,good,1,good,22,good
Ecuador,Huaquillas,41,good,1,good,15,good,2,good,41,good
Brazil,Humaita,28,good,1,good,4,good,0,good,28,good
India,Hungund,89,moderate,0,good,27,good,0,good,89,moderate
India,Ichalkaranji,90,moderate,0,good,24,good,0,good,90,moderate
Japan,Ichinomiya,57,moderate,1,good,49,good,4,good,57,moderate
Syrian Arab Republic,Idlib,56,moderate,1,good,47,good,1,good,56,moderate
Nigeria,Igbo Ora,82,moderate,2,good,19,good,2,good,82,moderate
Brazil,Igrejinha,44,good,1,good,16,good,3,good,44,good
Nigeria,Ikirun,76,moderate,2,good,24,good,1,good,76,moderate
Pakistan,Hafizabad,248,very unhealthy,2,good,149,unhealthy for sensitive groups,1,good,248,very unhealthy
Uzbekistan,Hamza,119,unhealthy for sensitive groups,1,good,57,moderate,1,good,119,unhealthy for sensitive groups
Ethiopia,Harer,56,moderate,0,good,18,good,0,good,56,moderate
United States of America,Harker Heights,46,good,1,good,21,good,2,good,46,good
United States of America,Harvey,59,moderate,1,good,19,good,7,good,59,moderate
Japan,Hasaki,43,good,1,good,43,good,0,good,32,good
Pakistan,Hasan Abdal,472,hazardous,1,good,46,good,0,good,374,hazardous
United Kingdom of Great Britain and Northern Ireland,Hatfield,30,good,0,good,30,good,1,good,25,good
India,Hatta,155,unhealthy,1,good,43,good,0,good,155,unhealthy
Netherlands,Hattem,32,good,1,good,30,good,3,good,32,good
Japan,Hayama,51,moderate,1,good,36,good,5,good,51,moderate
Sweden,Helsingborg,39,good,0,good,39,good,0,good,19,good
Finland,Helsinki,162,unhealthy,5,good,17,good,15,good,162,unhealthy
Iran (Islamic Republic of),Hendijan,151,unhealthy,2,good,81,moderate,0,good,151,unhealthy
Netherlands,Heusden,39,good,1,good,29,good,4,good,39,good
United States of America,Highlands Ranch,76,moderate,2,good,5,good,14,good,76,moderate
United States of America,Immokalee,62,moderate,2,good,11,good,9,good,62,moderate
United Republic of Tanzania,Iringa,17,good,0,good,17,good,0,good,11,good
India,Isagarh,158,unhealthy,1,good,43,good,0,good,158,unhealthy
Uzbekistan,Iskandar,124,unhealthy for sensitive groups,1,good,58,moderate,2,good,124,unhealthy for sensitive groups
United States of America,Islip,83,moderate,2,good,41,good,11,good,83,moderate
Colombia,Ituango,34,good,1,good,13,good,0,good,34,good
Japan,Iwase,41,good,1,good,41,good,1,good,34,good
Belgium,Izegem,37,good,1,good,24,good,3,good,37,good
Turkey,Iznik,41,good,1,good,41,good,0,good,29,good
India,Jagadhri,500,hazardous,1,good,74,moderate,1,good,470,hazardous
Brazil,Jales,58,moderate,1,good,11,good,1,good,58,moderate
India,Gopamau,500,hazardous,1,good,52,moderate,1,good,378,hazardous
United Kingdom of Great Britain and Northern Ireland,Gosforth,56,moderate,0,good,32,good,0,good,56,moderate
South Africa,Grabouw,68,moderate,1,good,26,good,1,good,68,moderate
Mexico,Guadalupe,28,good,1,good,16,good,2,good,28,good
Brazil,Guarapuava,15,good,0,good,13,good,0,good,15,good
Brazil,Guaxupe,54,moderate,1,good,6,good,3,good,54,moderate
Bolivia (Plurinational State of),Guayaramerin,16,good,1,good,3,good,0,good,16,good
France,Gujan Mestras,43,good,0,good,43,good,0,good,25,good
Turkmenistan,Gumdag,115,unhealthy for sensitive groups,1,good,41,good,0,good,115,unhealthy for sensitive groups
Germany,Gunzburg,65,moderate,1,good,32,good,2,good,65,moderate
Japan,Hachioji,48,good,1,good,48,good,2,good,37,good
Netherlands,Haelen,37,good,1,good,29,good,3,good,37,good
Germany,Hagenow,33,good,0,good,33,good,1,good,33,good
China,Haicheng,134,unhealthy for sensitive groups,3,good,134,unhealthy for sensitive groups,1,good,77,moderate
Philippines,Halapitan,47,good,1,good,20,good,0,good,47,good
Malta,Hamrun,40,good,1,good,40,good,1,good,23,good
Somalia,Hargeysa,96,moderate,0,good,19,good,0,good,96,moderate
Liberia,Harper,31,good,0,good,27,good,0,good,31,good
Germany,Harsewinkel,39,good,0,good,34,good,1,good,39,good
India,Haveri,50,good,0,good,23,good,0,good,50,good
United States of America,Hawthorne,116,unhealthy for sensitive groups,4,good,7,good,46,good,116,unhealthy for sensitive groups
China,Hegang,40,good,1,good,40,good,0,good,24,good
Germany,Herxheim,54,moderate,1,good,30,good,3,good,54,moderate
United States of America,Onalaska,46,good,1,good,46,good,1,good,33,good
Greece,Oraiokastron,40,good,1,good,40,good,1,good,19,good
Aruba,Oranjestad,163,unhealthy,0,good,23,good,0,good,163,unhealthy
Russian Federation,Orel,55,moderate,1,good,30,good,1,good,55,moderate
Turkey,Orhangazi,34,good,1,good,27,good,3,good,34,good
Germany,Ostfildern,40,good,1,good,23,good,3,good,40,good
Czechia,Otrokovice,60,moderate,1,good,30,good,2,good,60,moderate
Benin,Ouidah,100,unhealthy for sensitive groups,2,good,18,good,2,good,100,unhealthy for sensitive groups
Italy,Padova,54,moderate,1,good,35,good,4,good,54,moderate
Italy,Pagani,57,moderate,1,good,57,moderate,1,good,40,good
Brazil,Paicandu,21,good,1,good,10,good,1,good,21,good
Uganda,Pakwach,57,moderate,2,good,18,good,0,good,57,moderate
India,Palani,47,good,0,good,24,good,0,good,47,good
United States of America,Palm Springs,35,good,1,good,20,good,6,good,35,good
Brazil,Palmeira Das Missoes,21,good,0,good,21,good,0,good,11,good
Philippines,President Roxas,63,moderate,1,good,26,good,0,good,63,moderate
South Africa,Pretoria,329,hazardous,20,good,2,good,18,good,329,hazardous
Germany,Pritzwalk,38,good,0,good,28,good,2,good,38,good
Russian Federation,Protvino,37,good,1,good,37,good,0,good,26,good
Costa Rica,Puntarenas,52,moderate,1,good,15,good,5,good,52,moderate
United States of America,Quincy,64,moderate,1,good,30,good,4,good,64,moderate
Pakistan,Raiwind,186,unhealthy,3,good,179,unhealthy,2,good,186,unhealthy
Philippines,Rajal,90,moderate,1,good,27,good,1,good,90,moderate
Nepal,Rajbiraj,146,unhealthy for sensitive groups,3,good,72,moderate,1,good,146,unhealthy for sensitive groups
India,Raver,146,unhealthy for sensitive groups,0,good,34,good,0,good,146,unhealthy for sensitive groups
Australia,Raymond Terrace,24,good,0,good,24,good,2,good,10,good
United States of America,Redwood City,66,moderate,1,good,24,good,15,good,66,moderate
India,Rehli,157,unhealthy,1,good,37,good,0,good,157,unhealthy
Switzerland,Renens,39,good,1,good,25,good,1,good,39,good
Brazil,Resplendor,47,good,1,good,1,good,4,good,47,good
United States of America,Ridgecrest,35,good,1,good,35,good,2,good,24,good
Nicaragua,Rio Blanco,31,good,1,good,6,good,2,good,31,good
Germany,Ritterhude,31,good,0,good,30,good,1,good,31,good
United States of America,Robbinsdale,53,moderate,1,good,40,good,4,good,53,moderate
Ethiopia,Robe,109,unhealthy for sensitive groups,1,good,15,good,1,good,109,unhealthy for sensitive groups
Belgium,Rochefort,32,good,1,good,24,good,3,good,32,good
United States of America,Rosaryville,51,moderate,1,good,33,good,5,good,51,moderate
Finland,Rovaniemi,29,good,1,good,29,good,0,good,15,good
Italy,Rozzano,64,moderate,1,good,40,good,3,good,64,moderate
United States of America,Saint Charles,81,moderate,2,good,20,good,14,good,81,moderate
France,Saint Brice Sous Foret,30,good,1,good,28,good,2,good,30,good
France,Saint Maximin La Sainte Baume,60,moderate,1,good,21,good,5,good,60,moderate
Ghana,Salaga,55,moderate,2,good,9,good,0,good,55,moderate
South Africa,Saldanha,66,moderate,1,good,19,good,1,good,66,moderate
Spain,Salt,35,good,1,good,24,good,3,good,35,good
Mexico,Saltillo,48,good,1,good,16,good,2,good,48,good
Colombia,San Alberto,63,moderate,2,good,7,good,3,good,63,moderate
Spain,San Bartolome,56,moderate,1,good,43,good,0,good,56,moderate
Italy,San Giovanni Lupatoto,60,moderate,1,good,40,good,3,good,60,moderate
Cuba,San Jose De Las Lajas,56,moderate,1,good,24,good,2,good,56,moderate
Mexico,San Luis Potosi,31,good,1,good,24,good,1,good,31,good
Costa Rica,San Rafael Abajo,94,moderate,3,good,4,good,14,good,94,moderate
Guatemala,Sanarate,65,moderate,2,good,19,good,3,good,65,moderate
United States of America,Sandalfoot Cove,47,good,1,good,16,good,10,good,47,good
India,Sandila,472,hazardous,1,good,64,moderate,2,good,380,hazardous
Poland,Sandomierz,36,good,1,good,30,good,1,good,36,good
United States of America,Sandusky,43,good,1,good,37,good,3,good,43,good
Cameroon,Sangmelima,61,moderate,2,good,20,good,0,good,61,moderate
Thailand,Sansai,21,good,0,good,21,good,0,good,16,good
Brazil,Santa Helena De Goias,20,good,1,good,10,good,1,good,20,good
Brazil,Santa Maria Da Vitoria,25,good,0,good,10,good,1,good,25,good
Brazil,Sao Felix Do Xingu,43,good,1,good,1,good,0,good,43,good
Brazil,Sao Francisco De Paula,21,good,1,good,15,good,1,good,21,good
Brazil,Sao Joao Da Boa Vista,59,moderate,1,good,9,good,4,good,59,moderate
Brazil,Sao Joaquim De Bicas,143,unhealthy for sensitive groups,5,good,1,good,8,good,143,unhealthy for sensitive groups
